Date,Close,Predictions
2019-05-03,126.56,126.69021
2019-05-06,125.82,126.44457
2019-05-07,123.24,126.34123
2019-05-08,123.23,125.44947
2019-05-09,123.22,124.64992
2019-05-10,124.82,124.16496
2019-05-13,121.11,124.525314
2019-05-14,122.46,123.77047
2019-05-15,124.19,123.44783
2019-05-16,127.06,123.97607
2019-05-17,126.21,125.60187
2019-05-20,124.39,126.73842
2019-05-21,125.06,126.73253
2019-05-22,125.81,126.60707
2019-05-23,124.35,126.716866
2019-05-24,124.4,126.33367
2019-05-28,124.33,125.94207
2019-05-29,123.12,125.644585
2019-05-30,123.9,125.05562
2019-05-31,121.88,124.85522
2019-06-03,118.1,124.14464
2019-06-04,121.37,122.233116
2019-06-05,124.0,121.74494
2019-06-06,125.96,122.75953
2019-06-07,129.49,124.599785
2019-06-10,130.67,127.33125
2019-06-11,130.18,129.831
2019-06-12,129.58,131.23509
2019-06-13,130.4,131.58305
2019-06-14,130.52,131.7158
2019-06-17,130.92,131.71262
2019-06-18,133.2,131.76334
2019-06-19,133.72,132.58032
2019-06-20,134.96,133.51517
2019-06-21,134.98,134.60466
2019-06-24,135.78,135.37378
2019-06-25,131.49,136.06259
2019-06-26,131.98,134.97716
2019-06-27,132.2,133.90204
2019-06-28,132.01,133.25214
2019-07-01,133.71,132.89552
2019-07-02,134.59,133.37494
2019-07-03,135.46,134.28429
2019-07-05,135.07,135.35783
2019-07-08,134.97,136.00494
2019-07-09,134.48,136.28227
2019-07-10,135.85,136.17805
2019-07-11,136.39,136.46735
2019-07-12,136.88,136.95377
2019-07-15,136.88,137.50677
2019-07-16,135.09,137.89194
2019-07-17,134.29,137.46501
2019-07-18,134.44,136.6582
2019-07-19,134.63,136.05614
2019-07-22,136.42,135.78676
2019-07-23,137.26,136.3521
2019-07-24,138.67,137.28867
2019-07-25,138.15,138.53815
2019-07-26,139.29,139.28271
2019-07-29,138.98,140.02643
2019-07-30,138.31,140.38681
2019-07-31,134.29,140.25623
2019-08-01,136.05,138.5883
2019-08-02,134.91,137.63904
2019-08-05,130.29,136.80432
2019-08-06,132.73,134.68983
2019-08-07,133.31,133.80315
2019-08-08,136.87,133.80315
2019-08-09,135.71,135.36852
2019-08-12,133.82,136.50432
2019-08-13,136.59,136.50505
2019-08-14,132.47,137.14319
2019-08-15,132.18,136.27827
2019-08-16,134.6,135.15413
2019-08-19,136.85,135.15277
2019-08-20,135.71,136.26195
2019-08-21,137.23,136.93385
2019-08-22,136.23,137.79616
2019-08-23,131.89,138.0552
2019-08-26,133.93,136.50974
2019-08-27,134.21,135.65028
2019-08-28,134.03,135.34937
2019-08-29,136.57,135.2599
2019-08-30,136.31,136.17326
2019-09-03,134.51,136.99512
2019-09-04,136.08,136.89679
2019-09-05,138.47,137.11092
2019-09-06,137.53,138.1654
2019-09-09,135.97,138.76952
2019-09-10,134.55,138.485
2019-09-11,134.59,137.51823
2019-09-12,135.97,136.67001
2019-09-13,135.77,136.6161
2019-09-16,134.8,136.75049
2019-09-17,135.84,136.5763
2019-09-18,136.96,136.7526
2019-09-19,139.48,137.3728
2019-09-20,137.87,138.81067
2019-09-23,137.57,139.4384
2019-09-24,135.83,139.5115
2019-09-25,137.79,138.75977
2019-09-26,137.97,138.6874
2019-09-27,136.18,138.8805
2019-09-30,137.47,138.45969
2019-10-01,135.53,138.46222
2019-10-02,133.13,137.90273
2019-10-03,134.75,136.5375
2019-10-04,136.57,135.97359
2019-10-07,135.58,136.48235
2019-10-08,134.14,136.81506
2019-10-09,136.68,136.51027
2019-10-10,137.53,137.02544
2019-10-11,138.11,137.90242
2019-10-14,137.98,138.79999
2019-10-15,139.98,139.34975
2019-10-16,138.83,140.30038
2019-10-17,138.12,140.61307
2019-10-18,135.86,140.36208
2019-10-21,136.87,139.20482
2019-10-22,134.83,138.50732
2019-10-23,135.7,137.44748
2019-10-24,138.36,136.96059
2019-10-25,139.15,137.75795
2019-10-28,142.57,138.96877
2019-10-29,141.22,141.13077
2019-10-30,142.98,142.36864
2019-10-31,141.76,143.53542
2019-11-01,142.1,143.81255
2019-11-04,142.92,143.81798
2019-11-05,142.83,143.98747
2019-11-06,142.44,144.08484
2019-11-07,142.64,143.9756
2019-11-08,144.32,143.90627
2019-11-11,144.47,144.46481
2019-11-12,145.41,145.07382
2019-11-13,145.65,145.837
2019-11-14,146.39,146.47437
2019-11-15,148.28,147.12135
2019-11-18,148.65,148.21605
2019-11-19,148.7,149.18976
2019-11-20,148.44,149.80669
2019-11-21,148.3,150.0004
2019-11-22,148.41,149.93558
2019-11-25,150.04,149.84027
2019-11-26,150.83,150.3421
2019-11-27,151.12,151.12846
2019-11-29,150.19,151.84373
2019-12-02,148.37,151.96872
2019-12-03,148.13,151.23085
2019-12-04,148.67,150.40544
2019-12-05,148.75,150.02704
2019-12-06,150.55,149.95131
2019-12-09,150.17,150.66101
2019-12-10,149.94,151.2472
2019-12-11,150.5,151.54271
2019-12-12,152.03,151.8618
2019-12-13,153.31,152.62383
2019-12-16,154.3,153.70763
2019-12-17,153.47,154.86452
2019-12-18,153.15,155.33745
2019-12-19,154.48,155.31691
2019-12-20,156.17,155.6076
2019-12-23,156.17,156.46915
2019-12-24,156.14,157.18832
2019-12-26,157.42,157.60434
2019-12-27,157.71,158.2375
2019-12-30,156.35,158.80367
2019-12-31,156.46,158.65813
2020-01-02,159.35,158.38933
2020-01-03,157.37,159.20558
2020-01-06,157.77,159.33823
2020-01-07,156.34,159.39163
2020-01-08,158.83,158.88736
2020-01-09,160.81,159.29926
2020-01-10,160.07,160.54884
2020-01-13,161.99,161.36082
2020-01-14,160.85,162.47556
2020-01-15,161.89,162.86984
2020-01-16,164.86,163.28842
2020-01-17,165.78,164.61948
2020-01-21,165.19,166.06761
2020-01-22,164.39,166.82697
2020-01-23,165.4,166.81697
2020-01-24,163.74,166.9254
2020-01-27,161.0,166.39966
2020-01-28,164.15,164.87701
2020-01-29,166.71,164.73674
2020-01-30,171.42,165.97475
2020-01-31,168.89,168.93262
2020-02-03,173.0,170.4696
2020-02-04,178.7,172.58711
2020-02-05,178.48,176.17375
2020-02-06,182.18,178.80614
2020-02-07,182.44,181.56326
2020-02-10,187.21,183.3981
2020-02-11,182.98,186.00203
2020-02-12,183.25,186.2556
2020-02-13,182.26,185.79597
2020-02-14,183.89,184.84813
2020-02-18,185.75,184.6595
2020-02-19,186.31,185.43526
2020-02-20,183.46,186.45372
2020-02-21,177.66,186.18015
2020-02-24,170.0,183.54555
2020-02-25,167.2,178.39056
2020-02-26,169.29,173.34538
2020-02-27,157.36,170.92717
2020-02-28,161.17,165.89314
2020-03-02,171.89,163.44998
2020-03-03,163.66,166.62599
2020-03-04,169.67,167.47136
2020-03-05,165.41,169.72342
2020-03-06,160.73,170.05777
2020-03-09,149.84,168.04037
2020-03-10,160.09,162.0694
2020-03-11,152.83,160.67973
2020-03-12,138.34,158.4098
2020-03-13,158.01,151.57368
2020-03-16,134.72,152.86066
2020-03-17,145.81,147.73073
2020-03-18,139.67,146.61726
2020-03-19,141.97,144.85806
2020-03-20,136.64,144.4249
2020-03-23,135.28,142.67313
2020-03-24,147.57,140.69464
2020-03-25,146.16,143.66772
2020-03-26,155.3,146.56136
2020-03-27,148.92,151.73482
2020-03-30,159.4,153.4533
2020-03-31,156.89,157.25125
2020-04-01,151.32,159.26215
2020-04-02,154.46,157.9387
2020-04-03,153.03,157.06996
2020-04-06,164.41,155.95683
2020-04-07,162.64,159.17175
2020-04-08,164.27,161.8417
2020-04-09,164.28,164.04486
2020-04-13,164.65,165.31425
2020-04-14,172.8,165.95479
2020-04-15,170.99,169.08763
2020-04-16,176.12,171.13307
2020-04-17,177.67,174.0166
2020-04-20,174.15,176.64325
2020-04-21,166.95,176.95377
2020-04-22,172.62,173.82404
2020-04-23,170.53,172.81248
2020-04-24,173.65,171.94641
2020-04-27,173.15,172.62653
2020-04-28,168.93,173.39227
2020-04-29,176.51,172.46132
2020-04-30,178.28,174.20528
2020-05-01,173.67,176.77347
2020-05-04,177.91,177.0551
2020-05-05,179.82,178.17407
2020-05-06,181.59,179.80768
2020-05-07,182.65,181.6617
2020-05-08,183.72,183.30591
2020-05-11,185.77,184.68318
2020-05-12,181.56,186.21907
2020-05-13,178.82,185.66524
2020-05-14,179.59,183.67978
2020-05-15,182.21,182.22717
2020-05-18,183.95,182.38583
2020-05-19,182.68,183.6219
2020-05-20,185.21,184.32295
2020-05-21,182.99,185.61383
2020-05-22,183.07,185.81248
2020-05-26,181.13,185.68123
2020-05-27,181.37,184.77733
2020-05-28,180.96,184.06316
2020-05-29,182.81,183.50542
2020-06-01,182.39,183.89476
2020-06-02,184.46,184.28792
2020-06-03,184.91,185.34558
2020-06-04,182.48,186.39993
2020-06-05,186.75,186.19681
2020-06-08,187.91,187.2832
2020-06-09,189.34,188.7459
2020-06-10,196.37,190.32422
2020-06-11,185.82,193.96533
2020-06-12,187.29,192.9422
2020-06-15,188.48,191.50298
2020-06-16,193.1,190.78896
2020-06-17,193.77,192.2082
2020-06-18,195.85,193.97682
2020-06-19,194.68,196.02368
2020-06-22,200.09,196.98776
2020-06-23,201.42,199.30728
2020-06-24,197.36,201.62817
2020-06-25,199.86,201.58568
2020-06-26,195.86,201.79192
2020-06-29,197.96,200.4281
2020-06-30,203.02,199.8759
2020-07-01,204.21,201.61491
2020-07-02,205.76,203.84178
2020-07-06,210.19,206.04016
2020-07-07,207.75,209.11827
2020-07-08,212.32,210.40068
2020-07-09,213.8,212.41917
2020-07-10,213.15,214.39777
2020-07-13,206.57,215.36577
2020-07-14,207.85,213.18474
2020-07-15,207.54,211.35056
2020-07-16,203.43,210.0976
2020-07-17,202.39,207.9402
2020-07-20,211.09,205.987
2020-07-21,208.25,208.1323
2020-07-22,211.24,209.6576
2020-07-23,202.05,211.72267
2020-07-24,200.81,209.77449
2020-07-27,203.36,206.9801
2020-07-28,201.53,205.8655
2020-07-29,203.57,204.93771
2020-07-30,203.41,205.22795
2020-07-31,204.52,205.74434
2020-08-03,216.02,206.61244
2020-08-04,212.78,211.62184
2020-08-05,212.43,214.74675
2020-08-06,215.83,216.11469
2020-08-07,211.97,217.68837
2020-08-10,207.75,217.1718
2020-08-11,202.89,214.58961
2020-08-12,208.69,210.44635
2020-08-13,208.2,209.4871
2020-08-14,208.4,209.56656
2020-08-17,209.77,210.08246
2020-08-18,210.98,211.13203
2020-08-19,209.7,212.4637
2020-08-20,214.58,212.94627
2020-08-21,213.02,214.8723
2020-08-24,213.69,215.88725
2020-08-25,216.47,216.53354
2020-08-26,221.15,217.84808
2020-08-27,226.58,220.59421
2020-08-28,228.91,224.7609
2020-08-31,225.53,228.65396
2020-09-01,227.27,229.72278
2020-09-02,231.65,230.19617
2020-09-03,217.3,231.85626
2020-09-04,214.25,227.7003
2020-09-08,202.66,222.28372
2020-09-09,211.29,214.02478
2020-09-10,205.37,211.2769
2020-09-11,204.03,208.9115
2020-09-14,205.41,207.27586
2020-09-15,208.78,207.16219
2020-09-16,205.05,208.96149
2020-09-17,202.91,209.381
2020-09-18,200.39,208.5691
2020-09-21,202.54,206.7773
2020-09-22,207.42,206.15443
2020-09-23,200.59,207.8971
2020-09-24,203.19,207.10931
2020-09-25,207.82,206.90283
2020-09-28,209.44,208.61034
2020-09-29,207.26,210.81177
2020-09-30,210.33,211.51947
2020-10-01,212.46,212.66464
